commit,tempo
d31ff2fed352cc15d808cb8aa91eba6576ed13ae,3.86961030960083
899f5aa41769c6b6265c95bd63517b35e760f1fa,2.641077995300293
ec9d809ddd2ed6930d1bf970999b152c5debdaa4,2.6504263877868652
b14a7a36e47934375c768d3d317403b01a6982ea,3.110569715499878
16c395e32c54fe38d05b88237c376d105c45231a,2.3026835918426514
b9c18a7b4c6d194645a20312352cd4d4994eafb4,4.734612703323364
e7b2df21a92939e9f01ce0f9afd6112aafc1cfba,2.2562975883483887
2efa70955299ff7bb5d5bc9a5d12c218f922ab03,2.7584011554718018
f440a54026a53dd9adc957b572019956b7e41f65,2.6126058101654053
b401cf1fbafe50b67d1ed4aebef5bf2909e662e3,2.787802219390869
6e91651a574fbc38eae152c8f7dc3c0c7d42fb7b,2.5832600593566895
7fdd27f7bd83a8323e07df304bb4722116d852ff,2.687488555908203
27f1fd142499654c26302bf260a6cd534dd16047,2.71271014213562
511a533d15c070ac4c0f9a510dd78f0619581b77,11.626606941223145
e7466435664b7d15252b00adc6381e0d20a122af,2.923448324203491
027931a8a123cb866279ba98609137816a41d40a,2.2592716217041016
3376cf01580ecd9cd099b5513874c8bed2490839,2.683638572692871
5ecbbefb6d83fbc4c8919b94b33f491fa0e0055f,4.113327503204346
afe17a4bda72dc722e505967efc88ef449c0fd75,2.8781142234802246
c98ca86b7d08f75244de0b1f209f13abd80a2002,2.4237306118011475
d8b29df3558724090efaf18326937075c25ba7f3,5.455342531204224
f373cd5c5ea9e6e9c619d9913b1a9bc66001a1b8,2.6027677059173584
3f48eff1ee39e772bd0c1c097ff99fb62786e69f,2.8012313842773438
41fc8a10bb8eb0e7b106e25eb643481376ac1829,2.64443302154541
432c63d9851cadb7e93a110a9a22716b0e033d87,2.2230048179626465
fa6c9ba35de4ec98f5487f296bab7ee1b7fb2da5,2.585724115371704
9447289c87522d96d54228e817c5aa3cd04744c6,3.1667003631591797
c757e65431ad1aec9a3bebe81ac919577e51ac58,5.627449035644531
24df43fa448efae530da9ed8d816a1ba3541bbcb,2.5523931980133057
fdda9ca65689423794a8378c1f28faca7dffddf0,2.8987414836883545
8b8231108fb5930bab5c7e2f20685c9a9d237749,4.213712453842163
f1b513cf91663498aa1677580776a7c42c7322f2,2.296222686767578
91bbae3c35230734fd2cf6926a7ac1239119fc6e,2.2890360355377197
a1e709ddf0ca48b25ad07ee13a2fbdb0a6d97c0e,4.738145351409912
af67ae868e0d150e4d73e48a301c831bc2732b0c,2.2977712154388428
7b175fc2bc63433c132fe19b5e3ce4b67938437f,2.9603381156921387
6d95e3680c8edf49c2353633dd9c1a7072440989,2.644195318222046
daacb02057cd702900f986a0a6867730ece13014,4.153375625610352
88feabb4296d6483bdb5c85fed489e5014161ca5,14.717498302459717
be5cd4fd169005f50eea8ccefac4b91a9b4c503c,9.135319471359253
5e4b7bcc36fbfff4c2cdeeea68390186ff9e6bb4,4.135102033615112
f8ac5cada7dee692a74e7a17b32bb64afe717314,3.0899627208709717
950c1a3c326cc706345fde50f2ba0d20a56acf4a,3.0439069271087646
7bf6c5ca6e09ce2add22e0685db63da658b5fe17,2.9341888427734375
302140b2c69442e81f7b0b2af9d6e39277ac5674,3.0951502323150635
58484bb80ca0d6bca745d9962c79b06c536f3266,4.175038576126099
01479e2bbc2176706741949284cbae6816d0fe9b,2.2515313625335693
972d8bad229a4be6d98c8fcaad6880e1351af3ee,2.798245429992676
1c578ab5542bd20904c4a5e4ebcc80b42af31bbb,2.7379844188690186
430376edd36af694c8485c1782e82537a3fb628a,2.3696835041046143
934e9d336b7fb1fb41506fdd525ac98acbf91240,3.3166677951812744
06b92a49bf80debd4d9f2d334049d790d46c6081,2.658508539199829
fe9f676028773df181f0b9ec823b3cdd08d5cf3d,2.7886033058166504
c49420e622facb8cc98e5f4447c0fc8ad6660990,3.15818190574646
e429b6979b5d736bbbb1168a743c9e32801e2a9b,2.8069121837615967
8dbee911c39343c3085a4f56f6e597719ba0c0ca,2.6000638008117676
010866ba90fb7af074c5c447c1bd5143f60c00e2,3.043078660964966
04c87d8d99668125b2794b9d78047011de6c52ca,2.6712493896484375
761c437983ad2b08399efa5e69e848764fcff4de,3.0748462677001953
d3575548bbd39acdbc0f73533f9078d59828b428,10.296929836273193
f66e19c072a24afb6f083db9fc0124f58b9742e6,2.490816831588745
890001ba9522f2eb94c152597f4cd20122d535b1,2.4642133712768555
6c4e65f576ea6fa43b06e6d677f40410a87fefc1,2.4098057746887207
ced5c443231d6c41f89f6c5fdb99b433725ff4db,2.3824379444122314
fd31a5d85c0a1fd4a310ced04bb3b714469b2d43,2.390974283218384
16509dc22c7129f64c6c2668779b71de819912cf,2.549297571182251
a0d351685c50b97e658ded58c70da931ddf225d3,2.4752612113952637
85e9e126773c0bb20a8529a2e6591dde17d7e209,2.5706026554107666
c6190cb707227255e956cdaaa22da8e311e847e9,2.6538801193237305
1b3eb0b9e7a3ee35d6c40d5e4460f4bb1f17e0e9,2.5048365592956543
00292ff44c38a4d6c1423020f13f97e48efd7bad,3.017366409301758
0879051bdfe25a3f60e1cb7cc9546d905f82f637,3.190721273422241
c733b24be79d4c6b12110107fda832bce2e6f08d,2.7928593158721924
20bd4e304976dc64fa6abc165823425ba524ccb2,7.471831321716309
bfa648152f266540536e76f7b3ebcb1598ad5f6f,2.6958329677581787
cf0183d1ed1e999a04a1445b2cd369b58e1268bf,3.6843299865722656
749ea54f936952b0eafd2db5592a4221a4aafb92,3.675370693206787
597ea1e6a2c8ec9aac432b6955417afb76588398,3.501068353652954
081e400a5b618b035fa9c350e3bf4341d66e2476,2.7128219604492188
9b0e1fb6f6b94b5f2a4267fbf923b917f29ab968,4.144269943237305
d5017813ecd411a30de12008778955ec3bf051d2,2.9675064086914062
7619aeda1ab4b9d63f73f4548d181882b622c063,2.6636295318603516
61d46127be97545368b6a95bf0cb05d01aa80663,2.5118467807769775
acf394f4f65b6bb77d3737dff2159f0d336129dc,2.1998074054718018
f39fbdb312c3c87ef77a72446273423d906942ed,3.097417116165161
0c2a80928bb720c0ea6794f0d0bd8a6a5f1ea3f0,2.173832416534424
4f0bd429ed54d416d3c3199da4f67633d61cbaa7,2.451307535171509
051b0016c4500b317c904b88eb6398b13538f218,2.207002878189087
fbba0cc01eeb1c9d7c412a6e7b76c588cd36c332,2.803493022918701
2a1d1631bd4d3e6d37d82295089d70e229ea0548,6.323549509048462
02e00449e412fa3d18d9c4a04a670eaad899ec91,2.3625659942626953
a83782c1b40d92042624265ebe70c3e035525efd,2.2504584789276123
c91584ff21e221201416b04a48331b253077a3d3,36.6024215221405
9404759d0d76951372688c02100fbfc5f383ff6d,5.0077431201934814
4c2f865770286e120c3fbc2a470159f5c1346511,2.6305058002471924
de5938b3a65ea0f33bb0be077decce0b05683cd4,2.160236358642578
abeebce2230c37c1ad6bd6b5d5af615859980568,2.6411993503570557
7056ba34fbc96791dd110c6384a4271e0022a06d,2.2143657207489014
18963ee9af2b98ce94eda799069d9135f6031a0e,4.692389249801636
815c42c458b47f8360f13743b60ffb8348f225b6,2.3159515857696533
4dde24e62037439b7b73addd7cefae83a254eb3c,2.3366355895996094
dbc212e2e3ac364d08f73897c1b8f1202b5d937e,2.649949073791504
752a7c7b8bd357f2962c0b361eef465b1fd1c83f,2.1536972522735596
bd751ff878e50bcc17d6ce5971377f00d11496fa,2.334287166595459
a45ecf45ee8571aae7a0273784971afeeefb6e3c,2.3361032009124756
eb3e288d6e761109c20cf479c80dfb4c69801dbe,2.341705560684204
3c5d7cc38aace954e08fbe4968427db132d30a2d,2.3845465183258057
fdc090a3ae3830196b64535862425c6cd844d46b,2.309516191482544
0efdf8fb4f8c56f1f32fb390c472cb2e98e67f56,3.9703500270843506
aa5e0790b900daad58192124ae771cf302a40878,2.8082220554351807
2453985ca5f4cb2c824466d132fe3658020b72fe,2.370629072189331
e229f37dd921812e213e34913c94b632c6e54299,2.6999804973602295
ad93581104dfe58cf0373322166893a614c530df,2.483884334564209
3ddd6bfc2bbfc8e2d4e6f6e22f00b32fb623843d,2.41139817237854
d9b2986ada1294c20b30d2d856ae7f2c26fce364,2.3148388862609863
026b03104b64189ebdcca2e7d1a869be77f7269d,2.5569357872009277
394e9d6c0488fae6834d97a158a018abb31f3179,3.7314493656158447
022544dc5347818da7e92ce6b6485f2e1e159866,2.2824106216430664
8b6d38de67154fb96c59791082d5cbe743b2b693,2.2448480129241943
7f856b56082b0b164c94bafc108408dfc4b4b138,5.378757476806641
4378e878ae327a954911ae4ef84679e0060b63e2,2.7282917499542236
63529f0f3e7ef7d2422d6b2d52e02d03e9003820,2.251770496368408
7ae303f88191a540491a21484316d63dff775e21,2.204434633255005
eae3e3d284cb41b4366f7fcd0d29fe104083d426,2.2089855670928955
132f8b769d3cd39861d686ccf0751fd81cf8595d,2.8571746349334717
8f7d16a53382f3794b36439ce494395b0de3c35a,4.246906995773315
ef1ad6ca29c313fa0b4bc6f5dcd8344046221049,3.3061742782592773
240c381bb867873da8dc4984acc199b243aea48e,2.1406586170196533
8b8c62a891088adabab20f872342413a600371da,2.323401927947998
921359c1257a3e30aa46e491c2c00817b838e52c,3.2641079425811768
ef1ad6ca29c313fa0b4bc6f5dcd8344046221049,3.34323787689209
9fbd6d3a482643f4080fbb793c67323e8464b11c,3.0289530754089355
61a83bd657ec93bed6278a3abf3a91c77826ec46,3.8947389125823975
4335bd435f9e5258831c5631bfab2fd837fd7719,2.293625593185425
d8c12c026474dfa54ef3610f1d69feb50029692a,2.459256887435913
7534dc1d498b31cf4957a9841461851fa2773fe1,2.2725300788879395
f37dcabfb87788dd6ee46966d33b7d27b57cb49e,4.025107145309448
898f1f76a37e1c69cf38df718a5d3899544ebb44,5.70214581489563
21244cac7e0706f95531fae81e1af68a38544f34,3.414971113204956
90432b56e9c04893b44cf45bd336db98746c40aa,2.130586624145508
3a92445c2bc80a4c9e7c6fdf87731be109851405,6.053918361663818
a1714c1690a1ddf387d87fee0869024c599a95fe,2.1568069458007812
487b9455298f581600d173c45d613f5ef21f77ff,2.196160316467285
10dddebf7bd86e30b630038e5ebe0295f190a8de,2.309264898300171
68a7f8e319472e680a8a329f5c9d94362bbbdc02,2.1745269298553467
8affa6d912f2f0777487990f2d7ef2813a19b04c,5.394941568374634
951f447a5abb5c14a0239b935d2542d4250c2ab0,5.424089431762695
c57f9ed577b9635f01aa5affabf1f770b689a115,2.333853244781494
9acf12f7976bd97bfa125e4b715ae340be8c1715,2.333252429962158
dc716da16bb400f741c1e650d0f3465bb70b4d18,4.3407580852508545
e1691a1f2fc5246024a416a20e109faeab0e26ab,16.10071897506714
